muni,mes,ano,desastre,uf,valor_parcela,rio_doce,afetado,pop
CONCEICAO DA APARECIDA,12,2014,Antes do Desastre,MG,7240,0,0,9684
CONCEICAO DA APARECIDA,12,2015,Após o Desastre,MG,788,0,0,9684
CONCEICAO DA BARRA,01,2015,Antes do Desastre,ES,843657.07,0,0,28249
CONCEICAO DA BARRA,01,2016,Após o Desastre,ES,149296,0,0,28249
CONCEICAO DA BARRA,02,2015,Antes do Desastre,ES,214031.04,0,0,28249
CONCEICAO DA BARRA,02,2016,Após o Desastre,ES,1046628.3,0,0,28249
CONCEICAO DA BARRA,03,2015,Antes do Desastre,ES,668358.37,0,0,28249
CONCEICAO DA BARRA,03,2016,Após o Desastre,ES,774622.88,0,0,28249
CONCEICAO DA BARRA,04,2015,Antes do Desastre,ES,3940,0,0,28249
CONCEICAO DA BARRA,04,2016,Após o Desastre,ES,2196.2200000000003,0,0,28249
CONCEICAO DA BARRA,05,2015,Antes do Desastre,ES,11820,0,0,28249
CONCEICAO DA BARRA,05,2016,Após o Desastre,ES,98560,0,0,28249
CONCEICAO DA BARRA,06,2015,Antes do Desastre,ES,67768,0,0,28249
CONCEICAO DA BARRA,06,2016,Após o Desastre,ES,14960,0,0,28249
CONCEICAO DA BARRA,07,2015,Antes do Desastre,ES,3152,0,0,28249
CONCEICAO DA BARRA,07,2016,Após o Desastre,ES,880,0,0,28249
CONCEICAO DA BARRA,09,2016,Após o Desastre,ES,2568.08,0,0,28249
CONCEICAO DA BARRA,11,2014,Antes do Desastre,ES,4234.89,0,0,28249
CONCEICAO DA BARRA,11,2015,Antes do Desastre,ES,9506.42,0,0,28249
CONCEICAO DA BARRA,12,2014,Antes do Desastre,ES,831152,0,0,28249
CONCEICAO DA BARRA,12,2015,Após o Desastre,ES,311233.44,0,0,28249
CONCEICAO DA BARRA DE MINAS,01,2015,Antes do Desastre,MG,3812,0,0,3899
CONCEICAO DA BARRA DE MINAS,02,2016,Após o Desastre,MG,4400,0,0,3899
CONCEICAO DA BARRA DE MINAS,03,2015,Antes do Desastre,MG,3940,0,0,3899
CONCEICAO DA BARRA DE MINAS,03,2016,Após o Desastre,MG,880,0,0,3899
CONCEICAO DA BARRA DE MINAS,12,2014,Antes do Desastre,MG,4344,0,0,3899
CONCEICAO DA BARRA DE MINAS,12,2015,Após o Desastre,MG,1576,0,0,3899
CONCEICAO DAS ALAGOAS,01,2015,Antes do Desastre,MG,56752,0,0,22625
CONCEICAO DAS ALAGOAS,01,2016,Após o Desastre,MG,6672,0,0,22625
CONCEICAO DAS ALAGOAS,02,2015,Antes do Desastre,MG,26728,0,0,22625
CONCEICAO DAS ALAGOAS,02,2016,Após o Desastre,MG,73040,0,0,22625
CONCEICAO DAS ALAGOAS,03,2015,Antes do Desastre,MG,49644,0,0,22625
CONCEICAO DAS ALAGOAS,03,2016,Após o Desastre,MG,18480,0,0,22625
CONCEICAO DAS ALAGOAS,04,2016,Após o Desastre,MG,1760,0,0,22625
CONCEICAO DAS ALAGOAS,12,2014,Antes do Desastre,MG,47060,0,0,22625
CONCEICAO DAS ALAGOAS,12,2015,Após o Desastre,MG,29156,0,0,22625
CONCEICAO DO PARA,01,2015,Antes do Desastre,MG,15972,0,0,5134
CONCEICAO DO PARA,01,2016,Após o Desastre,MG,3336,0,0,5134
CONCEICAO DO PARA,02,2015,Antes do Desastre,MG,10244,0,0,5134
CONCEICAO DO PARA,02,2016,Após o Desastre,MG,30800,0,0,5134
CONCEICAO DO PARA,03,2015,Antes do Desastre,MG,13396,0,0,5134
CONCEICAO DO PARA,03,2016,Após o Desastre,MG,3520,0,0,5134
CONCEICAO DO PARA,12,2014,Antes do Desastre,MG,12308,0,0,5134
CONCEICAO DO PARA,12,2015,Após o Desastre,MG,7880,0,0,5134
CONCEICAO DOS OUROS,01,2015,Antes do Desastre,MG,3748,0,0,10338
CONCEICAO DOS OUROS,02,2015,Antes do Desastre,MG,788,0,0,10338
CONCEICAO DOS OUROS,02,2016,Após o Desastre,MG,1760,0,0,10338
CONCEICAO DOS OUROS,03,2015,Antes do Desastre,MG,2364,0,0,10338
CONCEICAO DOS OUROS,03,2016,Após o Desastre,MG,880,0,0,10338
CONCEICAO DOS OUROS,06,2016,Após o Desastre,MG,3520,0,0,10338
CONCEICAO DOS OUROS,12,2014,Antes do Desastre,MG,2172,0,0,10338
CONEGO MARINHO,01,2015,Antes do Desastre,MG,788,0,0,6927
CONEGO MARINHO,02,2016,Após o Desastre,MG,1760,0,0,6927
CONEGO MARINHO,03,2015,Antes do Desastre,MG,788,0,0,6927
CONEGO MARINHO,12,2014,Antes do Desastre,MG,1448,0,0,6927
CONQUISTA,01,2015,Antes do Desastre,MG,73960,0,0,6474
CONQUISTA,01,2016,Após o Desastre,MG,1760,0,0,6474
CONQUISTA,02,2015,Antes do Desastre,MG,34672,0,0,6474
CONQUISTA,02,2016,Após o Desastre,MG,193600,0,0,6474
CONQUISTA,03,2015,Antes do Desastre,MG,70132,0,0,6474
CONQUISTA,03,2016,Após o Desastre,MG,10560,0,0,6474
CONQUISTA,12,2014,Antes do Desastre,MG,90500,0,0,6474
CONQUISTA,12,2015,Após o Desastre,MG,78012,0,0,6474
CONSELHEIRO PENA,01,2015,Antes do Desastre,MG,68552,1,1,21615
CONSELHEIRO PENA,01,2016,Após o Desastre,MG,22144,1,1,21615
CONSELHEIRO PENA,02,2015,Antes do Desastre,MG,16728,1,1,21615
CONSELHEIRO PENA,02,2016,Após o Desastre,MG,111760,1,1,21615
CONSELHEIRO PENA,03,2015,Antes do Desastre,MG,51220,1,1,21615
CONSELHEIRO PENA,03,2016,Após o Desastre,MG,3520,1,1,21615
CONSELHEIRO PENA,04,2015,Antes do Desastre,MG,3152,1,1,21615
CONSELHEIRO PENA,04,2016,Após o Desastre,MG,3520,1,1,21615
CONSELHEIRO PENA,07,2016,Após o Desastre,MG,2640,1,1,21615
CONSELHEIRO PENA,12,2014,Antes do Desastre,MG,62988,1,1,21615
CONSELHEIRO PENA,12,2015,Após o Desastre,MG,16548,1,1,21615
CONTAGEM,01,2015,Antes do Desastre,MG,13076,0,0,600415
CONTAGEM,02,2015,Antes do Desastre,MG,5516,0,0,600415
CONTAGEM,02,2016,Após o Desastre,MG,7040,0,0,600415
CONTAGEM,03,2015,Antes do Desastre,MG,10244,0,0,600415
CONTAGEM,03,2016,Após o Desastre,MG,14080,0,0,600415
CONTAGEM,04,2016,Após o Desastre,MG,14080,0,0,600415
CONTAGEM,05,2016,Após o Desastre,MG,3520,0,0,600415
CONTAGEM,06,2016,Após o Desastre,MG,4400,0,0,600415
CONTAGEM,11,2016,Após o Desastre,MG,3520,0,0,600415
CONTAGEM,12,2014,Antes do Desastre,MG,10860,0,0,600415
CONTAGEM,12,2015,Após o Desastre,MG,1576,0,0,600415
COQUEIRAL,01,2015,Antes do Desastre,MG,38460,0,0,9201
COQUEIRAL,01,2016,Após o Desastre,MG,2548,0,0,9201
COQUEIRAL,02,2015,Antes do Desastre,MG,15760,0,0,9201
COQUEIRAL,02,2016,Após o Desastre,MG,58960,0,0,9201
COQUEIRAL,03,2015,Antes do Desastre,MG,33096,0,0,9201
COQUEIRAL,03,2016,Após o Desastre,MG,18480,0,0,9201
COQUEIRAL,12,2014,Antes do Desastre,MG,39820,0,0,9201
COQUEIRAL,12,2015,Após o Desastre,MG,23640,0,0,9201
CORACAO DE JESUS,01,2015,Antes do Desastre,MG,1512,0,0,25422
CORACAO DE JESUS,01,2016,Após o Desastre,MG,1760,0,0,25422
CORACAO DE JESUS,02,2015,Antes do Desastre,MG,788,0,0,25422
CORACAO DE JESUS,02,2016,Após o Desastre,MG,1760,0,0,25422
CORACAO DE JESUS,03,2015,Antes do Desastre,MG,1576,0,0,25422
CORACAO DE JESUS,12,2014,Antes do Desastre,MG,2172,0,0,25422
CORDISLANDIA,01,2015,Antes do Desastre,MG,9072,0,0,3355
CORDISLANDIA,01,2016,Após o Desastre,MG,1576,0,0,3355
CORDISLANDIA,02,2015,Antes do Desastre,MG,1576,0,0,3355
CORDISLANDIA,02,2016,Após o Desastre,MG,11440,0,0,3355
CORDISLANDIA,03,2015,Antes do Desastre,MG,5516,0,0,3355
CORDISLANDIA,03,2016,Após o Desastre,MG,880,0,0,3355
CORDISLANDIA,12,2014,Antes do Desastre,MG,5068,0,0,3355
CORDISLANDIA,12,2015,Após o Desastre,MG,3940,0,0,3355
CORINTO,01,2015,Antes do Desastre,MG,8348,0,0,23363
CORINTO,02,2015,Antes do Desastre,MG,2364,0,0,23363
CORINTO,02,2016,Após o Desastre,MG,5280,0,0,23363
CORINTO,03,2015,Antes do Desastre,MG,7092,0,0,23363
CORINTO,03,2016,Após o Desastre,MG,15840,0,0,23363
CORINTO,12,2014,Antes do Desastre,MG,9412,0,0,23363
CORINTO,12,2015,Após o Desastre,MG,2364,0,0,23363
COROMANDEL,01,2015,Antes do Desastre,MG,24384,0,0,27257
COROMANDEL,01,2016,Após o Desastre,MG,788,0,0,27257
COROMANDEL,02,2015,Antes do Desastre,MG,8668,0,0,27257
COROMANDEL,02,2016,Após o Desastre,MG,32560,0,0,27257
COROMANDEL,03,2015,Antes do Desastre,MG,20488,0,0,27257
COROMANDEL,03,2016,Após o Desastre,MG,10560,0,0,27257
COROMANDEL,04,2016,Após o Desastre,MG,10560,0,0,27257
COROMANDEL,05,2016,Após o Desastre,MG,3520,0,0,27257
COROMANDEL,07,2016,Após o Desastre,MG,3520,0,0,27257
COROMANDEL,12,2014,Antes do Desastre,MG,25340,0,0,27257
COROMANDEL,12,2015,Após o Desastre,MG,8668,0,0,27257
CORONEL MURTA,01,2015,Antes do Desastre,MG,22276,0,0,9078
CORONEL MURTA,01,2016,Após o Desastre,MG,1576,0,0,9078
CORONEL MURTA,02,2015,Antes do Desastre,MG,4728,0,0,9078
CORONEL MURTA,02,2016,Após o Desastre,MG,41360,0,0,9078
CORONEL MURTA,03,2015,Antes do Desastre,MG,20488,0,0,9078
CORONEL MURTA,03,2016,Após o Desastre,MG,880,0,0,9078
CORONEL MURTA,12,2014,Antes do Desastre,MG,31132,0,0,9078
CORONEL MURTA,12,2015,Após o Desastre,MG,14184,0,0,9078
CRISOLITA,01,2015,Antes do Desastre,MG,13012,0,0,5911
CRISOLITA,01,2016,Após o Desastre,MG,1760,0,0,5911
CRISOLITA,02,2015,Antes do Desastre,MG,2364,0,0,5911
CRISOLITA,02,2016,Após o Desastre,MG,19360,0,0,5911
CRISOLITA,03,2015,Antes do Desastre,MG,11032,0,0,5911
CRISOLITA,09,2016,Após o Desastre,MG,3520,0,0,5911
CRISOLITA,12,2014,Antes do Desastre,MG,15928,0,0,5911
CRISOLITA,12,2015,Após o Desastre,MG,7880,0,0,5911
CRISTAIS,01,2015,Antes do Desastre,MG,366900,0,0,11174
CRISTAIS,01,2016,Após o Desastre,MG,73368,0,0,11174
CRISTAIS,02,2015,Antes do Desastre,MG,173168,0,0,11174
CRISTAIS,02,2016,Após o Desastre,MG,633600,0,0,11174
CRISTAIS,03,2015,Antes do Desastre,MG,286832,0,0,11174
CRISTAIS,03,2016,Após o Desastre,MG,550880,0,0,11174
CRISTAIS,04,2015,Antes do Desastre,MG,4728,0,0,11174
CRISTAIS,04,2016,Após o Desastre,MG,13200,0,0,11174
CRISTAIS,05,2016,Após o Desastre,MG,3520,0,0,11174
CRISTAIS,06,2016,Após o Desastre,MG,1760,0,0,11174
CRISTAIS,07,2015,Antes do Desastre,MG,788,0,0,11174
CRISTAIS,12,2014,Antes do Desastre,MG,262812,0,0,11174
CRISTAIS,12,2015,Após o Desastre,MG,27580,0,0,11174
CURRAL DE DENTRO,01,2015,Antes do Desastre,MG,5196,0,0,6787
CURRAL DE DENTRO,01,2016,Após o Desastre,MG,1760,0,0,6787
CURRAL DE DENTRO,02,2015,Antes do Desastre,MG,2364,0,0,6787
CURRAL DE DENTRO,02,2016,Após o Desastre,MG,41360,0,0,6787
CURRAL DE DENTRO,03,2015,Antes do Desastre,MG,3940,0,0,6787
CURRAL DE DENTRO,03,2016,Após o Desastre,MG,11440,0,0,6787
CURRAL DE DENTRO,04,2016,Após o Desastre,MG,3520,0,0,6787
CURRAL DE DENTRO,12,2014,Antes do Desastre,MG,2172,0,0,6787
CURVELO,01,2015,Antes do Desastre,MG,14332,0,0,73493
CURVELO,01,2016,Após o Desastre,MG,1760,0,0,73493
CURVELO,02,2015,Antes do Desastre,MG,4728,0,0,73493
CURVELO,02,2016,Após o Desastre,MG,7040,0,0,73493
CURVELO,03,2015,Antes do Desastre,MG,11820,0,0,73493
CURVELO,03,2016,Após o Desastre,MG,19360,0,0,73493
CURVELO,04,2016,Após o Desastre,MG,10560,0,0,73493
CURVELO,05,2016,Após o Desastre,MG,3520,0,0,73493
CURVELO,06,2016,Após o Desastre,MG,3520,0,0,73493
CURVELO,12,2014,Antes do Desastre,MG,14480,0,0,73493
CURVELO,12,2015,Após o Desastre,MG,1576,0,0,73493
DELFINOPOLIS,01,2015,Antes do Desastre,MG,15716,0,0,6786
DELFINOPOLIS,01,2016,Após o Desastre,MG,1569.8899999999999,0,0,6786
DELFINOPOLIS,02,2015,Antes do Desastre,MG,11032,0,0,6786
DELFINOPOLIS,02,2016,Após o Desastre,MG,26301.89,0,0,6786
DELFINOPOLIS,03,2015,Antes do Desastre,MG,14184,0,0,6786
DELFINOPOLIS,03,2016,Após o Desastre,MG,8778.8,0,0,6786
DELFINOPOLIS,04,2016,Após o Desastre,MG,858.37,0,0,6786
DELFINOPOLIS,05,2016,Após o Desastre,MG,2640,0,0,6786
DELFINOPOLIS,12,2014,Antes do Desastre,MG,13756,0,0,6786
DELFINOPOLIS,12,2015,Após o Desastre,MG,11032,0,0,6786
DELTA,01,2015,Antes do Desastre,MG,12884,0,0,7836
DELTA,02,2015,Antes do Desastre,MG,2364,0,0,7836
DELTA,02,2016,Após o Desastre,MG,14960,0,0,7836
DELTA,03,2015,Antes do Desastre,MG,9456,0,0,7836
DELTA,03,2016,Após o Desastre,MG,2640,0,0,7836
DELTA,05,2016,Após o Desastre,MG,3520,0,0,7836
DELTA,12,2014,Antes do Desastre,MG,11584,0,0,7836
DELTA,12,2015,Após o Desastre,MG,2364,0,0,7836
DESCOBERTO,01,2015,Antes do Desastre,MG,3024,0,0,4451
DESCOBERTO,02,2015,Antes do Desastre,MG,788,0,0,4451
DESCOBERTO,03,2015,Antes do Desastre,MG,2364,0,0,4451
DESCOBERTO,03,2016,Após o Desastre,MG,10560,0,0,4451
DESCOBERTO,12,2014,Antes do Desastre,MG,2896,0,0,4451
DIAMANTINA,01,2015,Antes do Desastre,MG,724,0,0,45013
DIAMANTINA,02,2015,Antes do Desastre,MG,788,0,0,45013
DIAMANTINA,03,2015,Antes do Desastre,MG,788,0,0,45013
DIAMANTINA,03,2016,Após o Desastre,MG,3520,0,0,45013
DIAMANTINA,12,2014,Antes do Desastre,MG,724,0,0,45013
DIVINOPOLIS,01,2015,Antes do Desastre,MG,89188,0,0,211803
DIVINOPOLIS,01,2016,Após o Desastre,MG,20280.06,0,0,211803
DIVINOPOLIS,02,2015,Antes do Desastre,MG,35396,0,0,211803
DIVINOPOLIS,02,2016,Após o Desastre,MG,123464.4,0,0,211803
DIVINOPOLIS,03,2015,Antes do Desastre,MG,78800,0,0,211803
DIVINOPOLIS,03,2016,Após o Desastre,MG,43120,0,0,211803
DIVINOPOLIS,04,2015,Antes do Desastre,MG,788,0,0,211803
DIVINOPOLIS,04,2016,Após o Desastre,MG,10560,0,0,211803
DIVINOPOLIS,12,2014,Antes do Desastre,MG,72400,0,0,211803
DIVINOPOLIS,12,2015,Após o Desastre,MG,45980.87,0,0,211803
DIVISA ALEGRE,01,2015,Antes do Desastre,MG,724,0,0,5856
DIVISA ALEGRE,02,2015,Antes do Desastre,MG,788,0,0,5856
DIVISA ALEGRE,12,2014,Antes do Desastre,MG,724,0,0,5856
DIVISA NOVA,01,2015,Antes do Desastre,MG,5260,0,0,5719
DIVISA NOVA,01,2016,Após o Desastre,MG,1576,0,0,5719
DIVISA NOVA,02,2015,Antes do Desastre,MG,788,0,0,5719
DIVISA NOVA,02,2016,Após o Desastre,MG,6160,0,0,5719
DIVISA NOVA,03,2015,Antes do Desastre,MG,3152,0,0,5719
DIVISA NOVA,03,2016,Após o Desastre,MG,880,0,0,5719
DIVISA NOVA,12,2014,Antes do Desastre,MG,2896,0,0,5719
DOM BOSCO,01,2015,Antes do Desastre,MG,12500,0,0,3750
DOM BOSCO,01,2016,Após o Desastre,MG,7644,0,0,3750
DOM BOSCO,02,2015,Antes do Desastre,MG,10244,0,0,3750
DOM BOSCO,02,2016,Após o Desastre,MG,22880,0,0,3750
DOM BOSCO,03,2015,Antes do Desastre,MG,11820,0,0,3750
DOM BOSCO,03,2016,Após o Desastre,MG,23760,0,0,3750
DOM BOSCO,04,2015,Antes do Desastre,MG,788,0,0,3750
DOM BOSCO,05,2016,Após o Desastre,MG,3520,0,0,3750
DOM BOSCO,12,2014,Antes do Desastre,MG,10136,0,0,3750
DORES DO INDAIA,01,2015,Antes do Desastre,MG,119108,0,0,13661
DORES DO INDAIA,01,2016,Após o Desastre,MG,12792,0,0,13661
DORES DO INDAIA,02,2015,Antes do Desastre,MG,33884,0,0,13661
DORES DO INDAIA,02,2016,Após o Desastre,MG,150388,0,0,13661
DORES DO INDAIA,03,2015,Antes do Desastre,MG,97712,0,0,13661
DORES DO INDAIA,03,2016,Após o Desastre,MG,85360,0,0,13661
DORES DO INDAIA,05,2015,Antes do Desastre,MG,3152,0,0,13661
DORES DO INDAIA,12,2014,Antes do Desastre,MG,110772,0,0,13661
DORES DO INDAIA,12,2015,Após o Desastre,MG,48068,0,0,13661
DORESOPOLIS,01,2015,Antes do Desastre,MG,113996,0,0,1437
DORESOPOLIS,02,2015,Antes do Desastre,MG,34672,0,0,1437
DORESOPOLIS,02,2016,Após o Desastre,MG,146080,0,0,1437
DORESOPOLIS,03,2015,Antes do Desastre,MG,88256,0,0,1437
DORESOPOLIS,03,2016,Após o Desastre,MG,176000,0,0,1437
DORESOPOLIS,04,2015,Antes do Desastre,MG,788,0,0,1437
DORESOPOLIS,12,2014,Antes do Desastre,MG,78916,0,0,1437
DORESOPOLIS,12,2015,Após o Desastre,MG,788,0,0,1437
DOURADOQUARA,01,2015,Antes do Desastre,MG,8476,0,0,1833
DOURADOQUARA,01,2016,Após o Desastre,MG,5280,0,0,1833
DOURADOQUARA,02,2015,Antes do Desastre,MG,1576,0,0,1833
DOURADOQUARA,02,2016,Após o Desastre,MG,8800,0,0,1833
DOURADOQUARA,03,2015,Antes do Desastre,MG,6304,0,0,1833
DOURADOQUARA,03,2016,Após o Desastre,MG,7040,0,0,1833
DOURADOQUARA,12,2014,Antes do Desastre,MG,7964,0,0,1833
ECOPORANGA,01,2015,Antes do Desastre,ES,3876,0,0,22385
ECOPORANGA,01,2016,Após o Desastre,ES,788,0,0,22385
ECOPORANGA,02,2016,Após o Desastre,ES,3520,0,0,22385
ECOPORANGA,03,2015,Antes do Desastre,ES,3152,0,0,22385
ECOPORANGA,03,2016,Após o Desastre,ES,1760,0,0,22385
ECOPORANGA,12,2014,Antes do Desastre,ES,2172,0,0,22385
ECOPORANGA,12,2015,Após o Desastre,ES,788,0,0,22385
ELOI MENDES,01,2015,Antes do Desastre,MG,54796,0,0,25076
ELOI MENDES,01,2016,Após o Desastre,MG,9220,0,0,25076
ELOI MENDES,02,2015,Antes do Desastre,MG,10244,0,0,25076
ELOI MENDES,02,2016,Após o Desastre,MG,83600,0,0,25076
ELOI MENDES,03,2015,Antes do Desastre,MG,45704,0,0,25076
ELOI MENDES,03,2016,Após o Desastre,MG,10560,0,0,25076
ELOI MENDES,12,2014,Antes do Desastre,MG,64436,0,0,25076
ELOI MENDES,12,2015,Após o Desastre,MG,16548,0,0,25076
ENGENHEIRO NAVARRO,01,2015,Antes do Desastre,MG,2300,0,0,6985
ENGENHEIRO NAVARRO,01,2016,Após o Desastre,MG,1760,0,0,6985
ENGENHEIRO NAVARRO,02,2015,Antes do Desastre,MG,788,0,0,6985
ENGENHEIRO NAVARRO,02,2016,Após o Desastre,MG,2640,0,0,6985
ENGENHEIRO NAVARRO,03,2015,Antes do Desastre,MG,2364,0,0,6985
ENGENHEIRO NAVARRO,03,2016,Após o Desastre,MG,4400,0,0,6985
ENGENHEIRO NAVARRO,12,2014,Antes do Desastre,MG,3620,0,0,6985
ENGENHEIRO NAVARRO,12,2015,Após o Desastre,MG,788,0,0,6985
ESMERALDAS,01,2015,Antes do Desastre,MG,724,0,0,59587
ESMERALDAS,02,2015,Antes do Desastre,MG,788,0,0,59587
ESMERALDAS,03,2015,Antes do Desastre,MG,788,0,0,59587
ESMERALDAS,05,2016,Após o Desastre,MG,3520,0,0,59587
ESMERALDAS,12,2014,Antes do Desastre,MG,724,0,0,59587
ESPINOSA,01,2015,Antes do Desastre,MG,13416,0,0,30536
ESPINOSA,02,2015,Antes do Desastre,MG,7880,0,0,30536
ESPINOSA,02,2016,Após o Desastre,MG,17600,0,0,30536
ESPINOSA,03,2015,Antes do Desastre,MG,11032,0,0,30536
ESPINOSA,03,2016,Após o Desastre,MG,11440,0,0,30536
ESPINOSA,12,2014,Antes do Desastre,MG,10860,0,0,30536
ESPINOSA,12,2015,Após o Desastre,MG,788,0,0,30536
ESTRELA DALVA,02,2016,Após o Desastre,MG,2640,0,0,2467
ESTRELA DALVA,03,2016,Após o Desastre,MG,880,0,0,2467
ESTRELA DALVA,12,2015,Após o Desastre,MG,1576,0,0,2467
ESTRELA DO INDAIA,01,2015,Antes do Desastre,MG,2236,0,0,3473
ESTRELA DO INDAIA,01,2016,Após o Desastre,MG,1576,0,0,3473
ESTRELA DO INDAIA,02,2015,Antes do Desastre,MG,788,0,0,3473
ESTRELA DO INDAIA,02,2016,Após o Desastre,MG,1760,0,0,3473
ESTRELA DO INDAIA,03,2015,Antes do Desastre,MG,1576,0,0,3473
ESTRELA DO INDAIA,03,2016,Após o Desastre,MG,1760,0,0,3473
ESTRELA DO INDAIA,12,2014,Antes do Desastre,MG,1448,0,0,3473
ESTRELA DO SUL,01,2015,Antes do Desastre,MG,3684,0,0,7374
ESTRELA DO SUL,01,2016,Após o Desastre,MG,1760,0,0,7374
ESTRELA DO SUL,02,2015,Antes do Desastre,MG,2364,0,0,7374
ESTRELA DO SUL,02,2016,Após o Desastre,MG,9680,0,0,7374
ESTRELA DO SUL,03,2015,Antes do Desastre,MG,3152,0,0,7374
ESTRELA DO SUL,03,2016,Após o Desastre,MG,20240,0,0,7374
ESTRELA DO SUL,12,2014,Antes do Desastre,MG,2896,0,0,7374
ESTRELA DO SUL,12,2015,Após o Desastre,MG,1576,0,0,7374
FAMA,01,2015,Antes do Desastre,MG,24916,0,0,2323
FAMA,01,2016,Após o Desastre,MG,14920,0,0,2323
FAMA,02,2015,Antes do Desastre,MG,10244,0,0,2323
FAMA,02,2016,Após o Desastre,MG,44000,0,0,2323
FAMA,03,2015,Antes do Desastre,MG,22064,0,0,2323
FAMA,03,2016,Após o Desastre,MG,8800,0,0,2323
FAMA,12,2014,Antes do Desastre,MG,29684,0,0,2323
FAMA,12,2015,Após o Desastre,MG,3152,0,0,2323
FELICIO DOS SANTOS,01,2015,Antes do Desastre,MG,724,0,0,5077
FELICIO DOS SANTOS,02,2015,Antes do Desastre,MG,788,0,0,5077
FELICIO DOS SANTOS,03,2015,Antes do Desastre,MG,788,0,0,5077
FELICIO DOS SANTOS,12,2014,Antes do Desastre,MG,724,0,0,5077
FELIXLANDIA,01,2015,Antes do Desastre,MG,222880,0,0,13962
FELIXLANDIA,01,2016,Após o Desastre,MG,1576,0,0,13962
FELIXLANDIA,02,2015,Antes do Desastre,MG,110256,0,0,13962
FELIXLANDIA,02,2016,Após o Desastre,MG,44880,0,0,13962
FELIXLANDIA,03,2015,Antes do Desastre,MG,208032,0,0,13962
FELIXLANDIA,03,2016,Após o Desastre,MG,462880,0,0,13962
FELIXLANDIA,04,2016,Após o Desastre,MG,156640,0,0,13962
FELIXLANDIA,05,2015,Antes do Desastre,MG,3152,0,0,13962
FELIXLANDIA,05,2016,Após o Desastre,MG,65120,0,0,13962
FELIXLANDIA,06,2016,Após o Desastre,MG,35200,0,0,13962
FELIXLANDIA,07,2016,Após o Desastre,MG,10560,0,0,13962
FELIXLANDIA,08,2016,Após o Desastre,MG,880,0,0,13962
FELIXLANDIA,09,2016,Após o Desastre,MG,3520,0,0,13962
FELIXLANDIA,10,2016,Após o Desastre,MG,3520,0,0,13962
FELIXLANDIA,12,2014,Antes do Desastre,MG,238196,0,0,13962
FELIXLANDIA,12,2015,Após o Desastre,MG,14184,0,0,13962
FORMIGA,01,2015,Antes do Desastre,MG,169004,0,0,64439
FORMIGA,01,2016,Após o Desastre,MG,6304,0,0,64439
FORMIGA,02,2015,Antes do Desastre,MG,78672,0,0,64439
FORMIGA,02,2016,Após o Desastre,MG,166320,0,0,64439
FORMIGA,03,2015,Antes do Desastre,MG,130808,0,0,64439
FORMIGA,03,2016,Após o Desastre,MG,278127.3,0,0,64439
FORMIGA,04,2015,Antes do Desastre,MG,788,0,0,64439
FORMIGA,04,2016,Após o Desastre,MG,6160,0,0,64439
FORMIGA,05,2016,Após o Desastre,MG,5215.84,0,0,64439
FORMIGA,06,2016,Após o Desastre,MG,3520,0,0,64439
FORMIGA,07,2016,Após o Desastre,MG,3427.79,0,0,64439
FORMIGA,08,2016,Após o Desastre,MG,3520,0,0,64439
FORMIGA,10,2016,Após o Desastre,MG,3381.23,0,0,64439
FORMIGA,11,2016,Após o Desastre,MG,139,0,0,64439
FORMIGA,12,2014,Antes do Desastre,MG,136112,0,0,64439
FORMIGA,12,2015,Após o Desastre,MG,8668,0,0,64439
FORMOSO,01,2015,Antes do Desastre,MG,2172,0,0,7898
FORMOSO,02,2015,Antes do Desastre,MG,1576,0,0,7898
FORMOSO,02,2016,Após o Desastre,MG,16720,0,0,7898
FORMOSO,03,2015,Antes do Desastre,MG,3152,0,0,7898
FORMOSO,03,2016,Após o Desastre,MG,4400,0,0,7898
FORMOSO,12,2014,Antes do Desastre,MG,2172,0,0,7898
FRANCISCO BADARO,01,2015,Antes do Desastre,MG,1576,0,0,10029
FRANCISCO BADARO,02,2016,Após o Desastre,MG,3520,0,0,10029
FRANCISCO BADARO,03,2015,Antes do Desastre,MG,1576,0,0,10029
FRANCISCO BADARO,12,2014,Antes do Desastre,MG,2896,0,0,10029
FRANCISCO BADARO,12,2015,Após o Desastre,MG,788,0,0,10029
FRANCISCO DUMONT,01,2015,Antes do Desastre,MG,724,0,0,4771
FRANCISCO DUMONT,02,2015,Antes do Desastre,MG,788,0,0,4771
FRANCISCO DUMONT,02,2016,Após o Desastre,MG,880,0,0,4771
FRANCISCO DUMONT,03,2016,Após o Desastre,MG,880,0,0,4771
FRANCISCO DUMONT,12,2014,Antes do Desastre,MG,724,0,0,4771
FRANCISCOPOLIS,01,2015,Antes do Desastre,MG,6176,1,0,5738
FRANCISCOPOLIS,01,2016,Após o Desastre,MG,1760,1,0,5738
FRANCISCOPOLIS,02,2015,Antes do Desastre,MG,788,1,0,5738
FRANCISCOPOLIS,02,2016,Após o Desastre,MG,12320,1,0,5738
FRANCISCOPOLIS,03,2015,Antes do Desastre,MG,5516,1,0,5738
FRANCISCOPOLIS,03,2016,Após o Desastre,MG,1760,1,0,5738
FRANCISCOPOLIS,12,2014,Antes do Desastre,MG,8688,1,0,5738
FREI GASPAR,01,2015,Antes do Desastre,MG,3088,0,0,5771
FREI GASPAR,02,2015,Antes do Desastre,MG,788,0,0,5771
FREI GASPAR,02,2016,Após o Desastre,MG,4400,0,0,5771
FREI GASPAR,03,2015,Antes do Desastre,MG,3152,0,0,5771
